Client ID,Client Type,Number of Customers,Montly Target,Zip Code,Calendardate,Amount Collected,Unit Sold,Campaign (Email),Campaign (Flyer),Campaign (Phone),Sales Contact 1,Sales Contact 2,Sales Contact 3,Sales Contact 4,Sales Contact 5,Number of Competition
ID-987312,Large Facility ,120,10,1003,16-09-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-10-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-11-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,17-12-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-01-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-02-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,18-03-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,18-04-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,19-05-2015,3409460,24,0,0,0,0,322500,322500,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-06-2015,3409460,24,0,2576310.6,0,0,967500,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,17-07-2015,6818920,48,0,43430,0,0,645000,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-08-2015,3409460,24,0,0,0,0,645000,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-09-2015,6818920,48,0,0,0,0,322500,0,0,0,High
ID-987312,Large Facility ,120,10,1003,16-10-2015,6818920,48,0,0,0,0,645000,0,0,0,High
ID-987312,Large Facility ,120,10,1003,16-11-2015,10228384,75,0,0,0,0,967500,0,0,0,High
ID-987312,Large Facility ,120,10,1003,17-12-2015,6818920,48,0,0,0,0,0,322500,0,0,High
ID-987316,Large Facility ,2560,130,1003,16-01-2014,13637844,99,0,0,0,0,0,0,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-02-2014,20456764,147,0,0,0,0,1612500,1.29E+06,0,0,Low
ID-987316,Large Facility ,2560,130,1003,18-03-2014,20456764,147,0,0,0,0,0,0,0,0,Low
ID-987316,Large Facility ,2560,130,1003,18-04-2014,10228384,75,0,0,0,0,1.29E+06,4192500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,19-05-2014,17047304,123,0,3801690.2,0,322500,5805000,2.58E+06,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-06-2014,27275684,198,5592287.6,148350,0,0,5805000,1.29E+06,0,0,Low
ID-987316,Large Facility ,2560,130,1003,17-07-2014,23866224,171,0,684087,0,0,6127500,3547500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-08-2014,27275684,198,0,0,0,0,4515000,2.58E+06,0,645000,Low
ID-987316,Large Facility ,2560,130,1003,16-09-2014,37504068,270,0,0,0,0,3547500,3225000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-10-2014,40913528,294,0,0,0,0,4515000,2902500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-11-2014,44322988,321,0,4315871.3,0,0,4837500,967500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,17-12-2014,44322988,321,0,2425372,0,0,4515000,2.58E+06,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-01-2015,54551372,393,5726783,0,0,0,5805000,1612500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-02-2015,44322988,321,0,0,0,0,5805000,967500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,18-03-2015,54551372,393,0,3947615,0,0,4837500,645000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,18-04-2015,44322988,321,0,2449710,0,0,8062500,322500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,19-05-2015,34094608,246,0,7254607.4,0,0,4515000,1.29E+06,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-06-2015,40913528,294,0,3742393.2,0,0,6127500,1935000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,17-07-2015,54551372,393,0,6997342.7,0,0,7740000,967500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-08-2015,40913528,294,1538935.6,0,0,0,5805000,1612500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-09-2015,51141912,369,0,3505738.4,0,0,7095000,1935000,0,0,High
ID-987316,Large Facility ,2560,130,1003,16-10-2015,61370292,444,0,3575450,0,0,5482500,2.58E+06,0,0,High
ID-987316,Large Facility ,2560,130,1003,16-11-2015,47732452,345,0,172000,4356889,0,6772500,3547500,0,0,High
ID-987316,Large Facility ,2560,130,1003,17-12-2015,54551372,393,0,4008511.6,0,0,4837500,1612500,0,0,High
ID-987318,Large Facility ,1480,75,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-02-2014,0,0,0,0,0,0,967500,1.29E+06,0,322500,Low
ID-987318,Large Facility ,1480,75,1003,18-03-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987318,Large Facility ,1480,75,1003,18-04-2014,0,0,0,0,0,0,1.29E+06,1612500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,19-05-2014,0,0,0,0,0,0,3225000,3547500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-06-2014,0,0,573714.6,0,0,0,2902500,3547500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,17-07-2014,0,0,0,2692900.8,0,0,1612500,2.58E+06,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-08-2014,3409460,24,0,0,0,0,967500,2257500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-09-2014,-3409460,-24,0,0,0,0,1.29E+06,1935000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-10-2014,3409460,24,0,0,0,0,967500,2902500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-11-2014,0,0,0,0,0,0,967500,2257500,0,322500,Low
ID-987318,Large Facility ,1480,75,1003,17-12-2014,3409460,24,0,0,0,0,1.29E+06,1935000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-01-2015,-3409460,-24,0,0,0,0,1.29E+06,2.58E+06,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-02-2015,3409460,24,0,0,0,0,967500,2257500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,18-03-2015,3409460,24,0,0,0,0,1.29E+06,1935000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,18-04-2015,0,0,0,0,0,0,322500,967500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,19-05-2015,0,0,0,0,0,0,645000,1612500,0,322500,Low
ID-987318,Large Facility ,1480,75,1003,16-06-2015,0,0,0,0,0,0,1.29E+06,3225000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,17-07-2015,3409460,24,0,0,0,0,1612500,3225000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-08-2015,3409460,24,0,0,0,0,967500,2257500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-09-2015,6818920,48,0,0,0,0,322500,2257500,0,0,High
ID-987318,Large Facility ,1480,75,1003,16-10-2015,0,0,0,0,0,0,645000,3547500,0,0,High
ID-987318,Large Facility ,1480,75,1003,16-11-2015,3409460,24,0,1323875.4,3474133.4,0,645000,4837500,0,0,High
ID-987318,Large Facility ,1480,75,1003,17-12-2015,13637844,99,0,1950067.2,0,0,322500,2257500,0,0,High
ID-987320,Private Facility,40,10,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,18-03-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987320,Private Facility,40,10,1003,18-04-2014,0,0,0,0,0,0,0,0,322500,0,Low
ID-987320,Private Facility,40,10,1003,19-05-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-06-2014,0,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,17-07-2014,0,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,16-08-2014,0,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,16-09-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-10-2014,0,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,16-11-2014,0,0,0,0,0,0,322500,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,17-12-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-01-2015,0,0,0,0,0,0,0,322500,0,0,Low
ID-987320,Private Facility,40,10,1003,16-02-2015,0,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,18-03-2015,0,0,0,0,0,0,0,322500,0,322500,Low
ID-987320,Private Facility,40,10,1003,18-04-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,19-05-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-06-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,17-07-2015,0,0,0,0,0,0,0,322500,0,0,Low
ID-987320,Private Facility,40,10,1003,16-08-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-09-2015,0,0,0,0,0,0,0,322500,0,0,High
ID-987320,Private Facility,40,10,1003,16-10-2015,0,0,0,0,0,0,0,645000,0,0,High
ID-987320,Private Facility,40,10,1003,16-11-2015,3409460,24,0,0,0,0,0,0,0,0,High
ID-987320,Private Facility,40,10,1003,17-12-2015,3409460,24,0,0,0,0,0,0,0,0,High
ID-987322,Small Facility ,2316,105,1003,16-01-2014,6818920,48,0,0,0,0,0,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,18-03-2014,6818920,48,0,0,0,0,0,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,18-04-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,19-05-2014,6818920,48,0,437258.4,0,0,6450000,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-06-2014,3409460,24,0,0,0,0,6450000,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,17-07-2014,13637844,99,0,0,0,0,5482500,1935000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-08-2014,6818920,48,0,0,0,0,3547500,2.58E+06,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-09-2014,0,0,0,0,0,0,645000,1612500,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-10-2014,6818920,48,0,0,0,0,9352500,2.58E+06,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-11-2014,6818920,48,0,0,0,0,6127500,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,17-12-2014,10228384,75,0,0,0,0,5482500,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-01-2015,6818920,48,0,0,0,0,10642500,322500,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-02-2015,6818920,48,0,0,0,0,10965000,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,18-03-2015,3409460,24,0,0,0,0,4837500,645000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,18-04-2015,10228384,75,0,0,0,0,5482500,645000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,19-05-2015,10228384,75,0,0,0,0,4837500,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-06-2015,6818920,48,0,383383.7,0,0,6772500,322500,0,0,Low
ID-987322,Small Facility ,2316,105,1003,17-07-2015,13637844,99,0,0,0,0,7095000,645000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-08-2015,10228384,75,422178.3,2451000,0,0,6772500,967500,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-09-2015,10228384,75,0,0,0,0,5160000,967500,0,0,High
ID-987322,Small Facility ,2316,105,1003,16-10-2015,30685148,222,0,0,0,0,8062500,967500,0,0,High
ID-987322,Small Facility ,2316,105,1003,16-11-2015,30685148,222,0,0,0,0,4515000,1612500,0,0,High
ID-987322,Small Facility ,2316,105,1003,17-12-2015,17047304,123,0,0,0,0,2257500,967500,0,0,High
ID-987323,Private Facility,1000,45,1003,16-01-2014,23866224,171,0,0,0,0,0,2.58E+06,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-02-2014,20456764,147,0,0,0,0,0,1935000,0,0,Low
ID-987323,Private Facility,1000,45,1003,18-03-2014,20456764,147,0,0,0,0,0,967500,0,0,Low
ID-987323,Private Facility,1000,45,1003,18-04-2014,34094608,246,0,0,0,0,322500,1612500,0,0,Low
ID-987323,Private Facility,1000,45,1003,19-05-2014,27275684,198,0,0,0,0,1.29E+06,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-06-2014,37504068,270,0,2061850,0,0,1612500,645000,0,0,Low
ID-987323,Private Facility,1000,45,1003,17-07-2014,44322988,321,0,2757912.5,0,0,4515000,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-08-2014,34094608,246,0,0,0,0,3225000,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-09-2014,44322988,321,0,0,0,0,3.87E+06,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-10-2014,17047304,123,0,2099475,0,0,5160000,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-11-2014,102283820,738,0,0,0,0,2.58E+06,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,17-12-2014,102283820,738,0,0,0,0,2.58E+06,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-01-2015,37504068,270,0,1693125,0,0,3547500,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-02-2015,34094608,246,0,0,0,0,2.58E+06,0,322500,0,Low
ID-987323,Private Facility,1000,45,1003,18-03-2015,17047304,123,0,2333042.4,0,0,1612500,967500,322500,0,Low
ID-987323,Private Facility,1000,45,1003,18-04-2015,54551372,393,0,0,0,0,3.87E+06,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,19-05-2015,68189216,492,0,1363710.6,0,0,3225000,322500,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-06-2015,17047304,123,0,2761675,0,0,3547500,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,17-07-2015,34094608,246,0,2054325,0,0,5160000,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-08-2015,30685148,222,0,3016665,0,0,3.87E+06,0,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-09-2015,23866224,171,0,0,0,0,2.58E+06,0,0,0,High
ID-987323,Private Facility,1000,45,1003,16-10-2015,51141912,369,0,1172696,0,0,967500,322500,0,0,High
ID-987323,Private Facility,1000,45,1003,16-11-2015,0,0,0,0,0,0,2257500,322500,0,0,High
ID-987323,Private Facility,1000,45,1003,17-12-2015,17047304,123,0,3094176.8,0,0,3225000,645000,0,0,High
ID-987325,Large Facility ,800,45,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987325,Large Facility ,800,45,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987325,Large Facility ,800,45,1003,18-03-2014,3409460,24,0,0,0,0,1.29E+06,2902500,0,0,Low
ID-987325,Large Facility ,800,45,1003,18-04-2014,0,0,0,1937687.5,0,0,2902500,2.58E+06,0,0,Low
ID-987325,Large Facility ,800,45,1003,19-05-2014,8523652,24,0,2448454.4,0,0,1935000,6450000,0,0,Low
ID-987325,Large Facility ,800,45,1003,16-06-2014,3409460,24,0,152048,0,322500,1612500,2.58E+06,0,645000,Low
ID-987325,Large Facility ,800,45,1003,17-07-2014,0,0,1961918,0,0,0,2.58E+06,1.29E+06,322500,0,Low
ID-987325,Large Facility ,800,45,1003,16-08-2014,3409460,24,0,4387935,0,0,1935000,1612500,0,322500,Low
ID-987325,Large Facility ,800,45,1003,16-09-2014,3409460,24,0,0,0,0,2.58E+06,967500,322500,0,Low
ID-987325,Large Facility ,800,45,1003,16-10-2014,0,0,0,4332680,0,645000,4837500,645000,0,0,Low
ID-987325,Large Facility ,800,45,1003,16-11-2014,3409460,24,0,0,0,645000,3225000,0,645000,0,Low
ID-987325,Large Facility ,800,45,1003,17-12-2014,3409460,24,288478.4,3837535,0,967500,1935000,645000,0,0,Low
ID-987325,Large Facility ,800,45,1003,16-01-2015,8523652,24,0,408500,1417968,2.58E+06,2257500,645000,322500,322500,Low
ID-987325,Large Facility ,800,45,1003,16-02-2015,3409460,24,0,0,0,3547500,1.29E+06,0,0,0,Low
ID-987325,Large Facility ,800,45,1003,18-03-2015,11933112,48,129000,0,0,1612500,2902500,0,0,0,Low
ID-987325,Large Facility ,800,45,1003,18-04-2015,0,0,0,40635,0,0,3225000,967500,0,0,Low
ID-987325,Large Facility ,800,45,1003,19-05-2015,3409460,24,0,1548000,0,0,2.58E+06,322500,0,0,Low
ID-987325,Large Facility ,800,45,1003,16-06-2015,3409460,24,0,838353.8,0,0,3.87E+06,0,0,0,Low
ID-987325,Large Facility ,800,45,1003,17-07-2015,0,0,0,0,0,0,3.87E+06,322500,0,0,Low
ID-987325,Large Facility ,800,45,1003,16-08-2015,11933112,48,0,0,0,0,3225000,322500,0,0,Low
ID-987325,Large Facility ,800,45,1003,16-09-2015,3409460,24,0,0,0,0,1935000,322500,0,0,High
ID-987325,Large Facility ,800,45,1003,16-10-2015,18752032,99,0,1752250,0,0,4837500,322500,0,0,High
ID-987325,Large Facility ,800,45,1003,16-11-2015,11933112,48,0,0,0,0,4837500,0,0,0,High
ID-987325,Large Facility ,800,45,1003,17-12-2015,3409460,24,0,0,0,0,3547500,0,0,0,High
ID-987327,Large Facility ,1240,50,1003,16-01-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-02-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987327,Large Facility ,1240,50,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987327,Large Facility ,1240,50,1003,18-04-2014,3409460,24,0,0,0,0,2257500,2.58E+06,0,0,Low
ID-987327,Large Facility ,1240,50,1003,19-05-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-06-2014,10228384,75,0,0,0,0,2257500,3.87E+06,0,0,Low
ID-987327,Large Facility ,1240,50,1003,17-07-2014,6818920,48,0,0,0,0,645000,4837500,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-08-2014,3409460,24,0,0,0,0,645000,3547500,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-09-2014,10228384,75,767601.6,495360,0,0,645000,4837500,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-10-2014,17047304,123,0,0,0,0,1612500,5805000,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-11-2014,10228384,75,0,0,0,0,645000,4837500,0,0,Low
ID-987327,Large Facility ,1240,50,1003,17-12-2014,10228384,75,0,536124,0,0,645000,4192500,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-01-2015,17047304,123,0,0,1063463.1,0,645000,5160000,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-02-2015,17047304,123,0,0,0,0,322500,4837500,0,0,Low
ID-987327,Large Facility ,1240,50,1003,18-03-2015,23866224,171,0,6037728.9,0,0,322500,6450000,0,322500,Low
ID-987327,Large Facility ,1240,50,1003,18-04-2015,27275684,198,0,0,0,0,322500,3547500,0,0,Low
ID-987327,Large Facility ,1240,50,1003,19-05-2015,20456764,147,0,0,0,0,645000,5160000,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-06-2015,23866224,171,0,0,0,0,1935000,5805000,0,0,Low
ID-987327,Large Facility ,1240,50,1003,17-07-2015,30685148,222,399930.1,0,0,0,1935000,6772500,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-08-2015,23866224,171,0,5130760,0,0,1612500,3547500,0,0,Low
ID-987327,Large Facility ,1240,50,1003,16-09-2015,17047304,123,0,0,0,0,645000,322500,0,0,High
ID-987327,Large Facility ,1240,50,1003,16-10-2015,17047304,123,0,0,0,0,322500,1.29E+06,0,0,High
ID-987327,Large Facility ,1240,50,1003,16-11-2015,30685148,222,0,0,0,0,1935000,2.58E+06,0,0,High
ID-987327,Large Facility ,1240,50,1003,17-12-2015,30685148,222,0,0,0,0,1935000,2257500,0,0,High
ID-987329,Small Facility ,80,10,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,18-04-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,19-05-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-06-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,17-07-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-08-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-09-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-10-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-11-2014,0,0,0,0,0,0,967500,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,17-12-2014,0,0,0,41925,0,0,967500,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-01-2015,0,0,0,0,0,0,645000,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-02-2015,0,0,0,0,0,0,967500,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,18-03-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,18-04-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,19-05-2015,0,0,0,0,0,0,0,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-06-2015,0,0,0,33755,0,0,1.29E+06,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,17-07-2015,0,0,0,44935,0,0,645000,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-08-2015,3409460,24,0,0,0,0,645000,0,0,0,Low
ID-987329,Small Facility ,80,10,1003,16-09-2015,0,0,0,0,0,0,645000,0,0,0,High
ID-987329,Small Facility ,80,10,1003,16-10-2015,3409460,24,0,0,0,0,645000,0,0,0,High
ID-987329,Small Facility ,80,10,1003,16-11-2015,0,0,0,0,0,0,1612500,322500,0,0,High
ID-987329,Small Facility ,80,10,1003,17-12-2015,3409460,24,0,0,0,0,645000,645000,0,0,High
ID-987332,Large Facility ,120,10,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,18-04-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,19-05-2014,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-06-2014,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,17-07-2014,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-08-2014,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-09-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-10-2014,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-11-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,17-12-2014,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-01-2015,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-02-2015,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,18-03-2015,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,18-04-2015,0,0,0,0,0,0,967500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,19-05-2015,0,0,0,0,0,0,645000,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-06-2015,0,0,0,108360,0,0,645000,322500,0,0,Low
ID-987332,Large Facility ,120,10,1003,17-07-2015,3409460,24,0,110768,0,0,645000,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-08-2015,0,0,0,0,0,0,322500,0,0,0,Low
ID-987332,Large Facility ,120,10,1003,16-09-2015,0,0,0,0,0,0,0,0,0,0,High
ID-987332,Large Facility ,120,10,1003,16-10-2015,0,0,0,0,0,0,322500,0,0,0,High
ID-987332,Large Facility ,120,10,1003,16-11-2015,0,0,0,0,0,0,322500,0,0,0,High
ID-987332,Large Facility ,120,10,1003,17-12-2015,3409460,24,0,0,0,0,0,0,0,0,High
ID-987333,Small Facility ,240,10,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,18-04-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,19-05-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-06-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,17-07-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-08-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-09-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-10-2014,6818920,48,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-11-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,17-12-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-01-2015,0,0,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-02-2015,0,0,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,18-03-2015,0,0,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,18-04-2015,0,0,0,0,0,0,1612500,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,19-05-2015,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-06-2015,0,0,0,0,0,0,645000,322500,0,0,Low
ID-987333,Small Facility ,240,10,1003,17-07-2015,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-08-2015,0,0,0,0,0,0,645000,0,0,0,Low
ID-987333,Small Facility ,240,10,1003,16-09-2015,0,0,0,0,0,0,0,0,0,0,High
ID-987333,Small Facility ,240,10,1003,16-10-2015,0,0,0,0,0,0,645000,0,0,0,High
ID-987333,Small Facility ,240,10,1003,16-11-2015,0,0,0,0,0,0,322500,0,0,0,High
